lead_id,created_date,lead_source,company_size,industry,sales_rep,current_stage,mql_date,demo_booked_date,days_mql_to_demo_booked,demo_completed_date,trial_start_date,closed_date,deal_value,churned
L-1948,2025-08-11,Paid Ads,Enterprise (200+),HealthTech,Maria Santos,Closed Lost,2025-08-13,2025-08-21,8.0,2025-08-23,2025-08-30,,0.0,False
L-1949,2025-06-17,Organic Search,Startup (1-10),SaaS,Alex Thompson,Closed Lost,2025-06-18,2025-06-21,3.0,2025-06-24,2025-06-29,,0.0,False
L-1950,2025-12-14,LinkedIn,Startup (1-10),Marketing,Tom Wilson,MQL,2025-12-17,,,,,,0.0,False
L-1951,2025-06-10,Paid Ads,Startup (1-10),Marketing,Priya Patel,Demo Booked,2025-06-13,2025-06-25,12.0,,,,0.0,False
L-1952,2025-05-11,Organic Search,SMB (11-50),EdTech,Alex Thompson,Demo Completed,2025-05-15,2025-05-17,2.0,2025-05-19,,,0.0,False
L-1953,2026-03-08,Paid Ads,Startup (1-10),Marketing,Maria Santos,Lead,,,,,,,0.0,False
L-1954,2025-11-23,Paid Ads,Startup (1-10),HealthTech,Maria Santos,Lead,,,,,,,0.0,False
L-1955,2025-09-16,Cold Outreach,Startup (1-10),FinTech,James Chen,Lead,,,,,,,0.0,False
L-1956,2026-03-18,LinkedIn,SMB (11-50),Logistics,Maria Santos,Lead,,,,,,,0.0,False
L-1957,2025-09-09,Paid Ads,Startup (1-10),EdTech,James Chen,Lead,,,,,,,0.0,False
L-1958,2025-04-01,Cold Outreach,Mid-Market (51-200),HealthTech,James Chen,Lead,,,,,,,0.0,False
L-1959,2025-09-30,Referral,Startup (1-10),EdTech,Tom Wilson,Lead,,,,,,,0.0,False
L-1960,2025-05-11,Paid Ads,Startup (1-10),Logistics,Maria Santos,Demo Booked,2025-05-14,2025-05-24,10.0,,,,0.0,False
L-1961,2025-11-11,Referral,Startup (1-10),EdTech,Maria Santos,Demo Completed,2025-11-15,2025-11-23,8.0,2025-11-23,,,0.0,False
L-1962,2025-07-28,LinkedIn,SMB (11-50),EdTech,Maria Santos,Lead,,,,,,,0.0,False
L-1963,2026-03-13,LinkedIn,Startup (1-10),Logistics,Alex Thompson,Lead,,,,,,,0.0,False
L-1964,2026-03-20,Cold Outreach,Mid-Market (51-200),FinTech,James Chen,Lead,,,,,,,0.0,False
L-1965,2025-07-19,Paid Ads,Startup (1-10),E-commerce,Maria Santos,MQL,2025-07-24,,,,,,0.0,False
L-1966,2025-09-01,Cold Outreach,Startup (1-10),HealthTech,Tom Wilson,Lead,,,,,,,0.0,False
L-1967,2026-02-10,Cold Outreach,Enterprise (200+),EdTech,Tom Wilson,Lead,,,,,,,0.0,False
L-1968,2026-03-18,Cold Outreach,SMB (11-50),SaaS,Alex Thompson,Lead,,,,,,,0.0,False
L-1969,2025-05-01,Paid Ads,SMB (11-50),HealthTech,Maria Santos,MQL,2025-05-05,,,,,,0.0,False
L-1970,2025-11-06,Organic Search,Mid-Market (51-200),Logistics,Tom Wilson,Lead,,,,,,,0.0,False
L-1971,2025-10-16,Cold Outreach,SMB (11-50),HealthTech,Tom Wilson,Lead,,,,,,,0.0,False
L-1972,2025-12-13,Organic Search,Startup (1-10),SaaS,Priya Patel,MQL,2025-12-15,,,,,,0.0,False
L-1973,2026-01-23,Cold Outreach,Mid-Market (51-200),Marketing,Alex Thompson,Lead,,,,,,,0.0,False
L-1974,2025-10-19,Cold Outreach,Mid-Market (51-200),FinTech,Maria Santos,Lead,,,,,,,0.0,False
L-1975,2025-09-15,Organic Search,Mid-Market (51-200),E-commerce,Alex Thompson,MQL,2025-09-17,,,,,,0.0,False
L-1976,2025-09-08,LinkedIn,Startup (1-10),SaaS,Priya Patel,Demo Completed,2025-09-12,2025-09-13,1.0,2025-09-13,,,0.0,False
L-1977,2025-07-23,Referral,SMB (11-50),E-commerce,James Chen,Demo Booked,2025-07-24,2025-07-25,1.0,,,,0.0,False
L-1978,2025-04-03,Organic Search,Mid-Market (51-200),EdTech,James Chen,MQL,2025-04-08,,,,,,0.0,False
L-1979,2025-05-30,Organic Search,Startup (1-10),FinTech,James Chen,Demo Completed,2025-06-03,2025-06-17,14.0,2025-06-19,,,0.0,False
L-1980,2026-01-15,Cold Outreach,SMB (11-50),HR Tech,Alex Thompson,Lead,,,,,,,0.0,False
L-1981,2025-06-25,Paid Ads,SMB (11-50),Logistics,Alex Thompson,MQL,2025-06-27,,,,,,0.0,False
L-1982,2026-03-22,Paid Ads,Mid-Market (51-200),E-commerce,Maria Santos,Demo Booked,2026-03-25,2026-03-27,2.0,,,,0.0,False
L-1983,2025-11-14,Cold Outreach,Mid-Market (51-200),E-commerce,Maria Santos,MQL,2025-11-17,,,,,,0.0,False
L-1984,2025-07-06,Paid Ads,Mid-Market (51-200),FinTech,James Chen,Demo Booked,2025-07-08,2025-07-10,2.0,,,,0.0,False
L-1985,2026-03-18,LinkedIn,SMB (11-50),HR Tech,Maria Santos,Closed Lost,2026-03-19,2026-03-20,1.0,2026-03-22,2026-03-23,,0.0,False
L-1986,2025-06-25,Cold Outreach,SMB (11-50),HR Tech,Priya Patel,Lead,,,,,,,0.0,False
L-1987,2025-09-21,Paid Ads,SMB (11-50),FinTech,Maria Santos,Lead,,,,,,,0.0,False
L-1988,2026-01-06,Organic Search,Mid-Market (51-200),SaaS,Maria Santos,Lead,,,,,,,0.0,False
L-1989,2025-12-17,Referral,Startup (1-10),HR Tech,James Chen,Closed Won,2025-12-20,2025-12-21,1.0,2025-12-24,2025-12-25,2026-01-07,4614.15,False
L-1990,2026-03-06,Referral,Mid-Market (51-200),SaaS,James Chen,Lead,,,,,,,0.0,False
L-1991,2025-08-21,Paid Ads,Startup (1-10),Marketing,Priya Patel,Lead,,,,,,,0.0,False
L-1992,2025-11-02,LinkedIn,Enterprise (200+),HealthTech,Maria Santos,Lead,,,,,,,0.0,False
L-1993,2026-03-11,Cold Outreach,SMB (11-50),SaaS,Maria Santos,Demo Booked,2026-03-12,2026-03-14,2.0,,,,0.0,False
L-1994,2025-12-11,Paid Ads,Mid-Market (51-200),E-commerce,Priya Patel,MQL,2025-12-13,,,,,,0.0,False
L-1995,2025-06-06,Paid Ads,SMB (11-50),SaaS,Maria Santos,Closed Lost,2025-06-10,2025-06-11,1.0,2025-06-11,2025-06-18,,0.0,False
L-1996,2025-10-21,Cold Outreach,SMB (11-50),HR Tech,Alex Thompson,Lead,,,,,,,0.0,False
L-1997,2026-03-17,Paid Ads,SMB (11-50),E-commerce,Maria Santos,MQL,2026-03-19,,,,,,0.0,False
L-1998,2025-08-31,Paid Ads,Mid-Market (51-200),HealthTech,Priya Patel,Demo Completed,2025-09-05,2025-09-19,14.0,2025-09-19,,,0.0,False
L-1999,2026-02-12,Paid Ads,Startup (1-10),Marketing,Maria Santos,Demo Completed,2026-02-14,2026-02-22,8.0,2026-02-22,,,0.0,False
L-2000,2025-10-19,Organic Search,SMB (11-50),EdTech,Priya Patel,Closed Lost,2025-10-20,2025-10-24,4.0,2025-10-27,2025-10-28,,0.0,False
L-2001,2026-03-02,Paid Ads,Mid-Market (51-200),Marketing,Alex Thompson,Demo Completed,2026-03-06,2026-03-15,9.0,2026-03-16,,,0.0,False
L-2002,2025-11-19,Paid Ads,SMB (11-50),Logistics,James Chen,Demo Booked,2025-11-21,2025-11-25,4.0,,,,0.0,False
L-2003,2026-03-02,Paid Ads,Mid-Market (51-200),E-commerce,Alex Thompson,Lead,,,,,,,0.0,False
L-2004,2025-12-19,Paid Ads,Mid-Market (51-200),HealthTech,Tom Wilson,MQL,2025-12-20,,,,,,0.0,False
L-2005,2025-10-26,Organic Search,Enterprise (200+),HealthTech,Tom Wilson,MQL,2025-10-28,,,,,,0.0,False
L-2006,2025-07-22,Cold Outreach,Mid-Market (51-200),Logistics,Alex Thompson,MQL,2025-07-25,,,,,,0.0,False
L-2007,2025-07-05,Cold Outreach,Mid-Market (51-200),Marketing,Priya Patel,Lead,,,,,,,0.0,False
L-2008,2025-08-04,Referral,SMB (11-50),SaaS,James Chen,MQL,2025-08-06,,,,,,0.0,False
L-2009,2026-03-28,Paid Ads,Mid-Market (51-200),HealthTech,Maria Santos,Lead,,,,,,,0.0,False
L-2010,2025-10-09,LinkedIn,SMB (11-50),Logistics,Maria Santos,Lead,,,,,,,0.0,False
L-2011,2026-03-12,Paid Ads,Mid-Market (51-200),Logistics,Tom Wilson,MQL,2026-03-15,,,,,,0.0,False
L-2012,2025-07-12,Organic Search,Mid-Market (51-200),Marketing,Alex Thompson,Demo Booked,2025-07-14,2025-07-18,4.0,,,,0.0,False
L-2013,2025-07-16,Organic Search,SMB (11-50),HealthTech,Priya Patel,Lead,,,,,,,0.0,False
L-2014,2025-04-12,Paid Ads,Startup (1-10),Marketing,Alex Thompson,MQL,2025-04-13,,,,,,0.0,False
L-2015,2025-05-15,Cold Outreach,Enterprise (200+),Marketing,Tom Wilson,Lead,,,,,,,0.0,False
L-2016,2025-10-08,Paid Ads,SMB (11-50),E-commerce,Alex Thompson,Demo Booked,2025-10-12,2025-10-16,4.0,,,,0.0,False
L-2017,2025-08-01,Paid Ads,Mid-Market (51-200),Marketing,James Chen,MQL,2025-08-06,,,,,,0.0,False
L-2018,2026-03-08,Paid Ads,SMB (11-50),Marketing,Maria Santos,Lead,,,,,,,0.0,False
L-2019,2025-10-30,Referral,SMB (11-50),SaaS,James Chen,Closed Lost,2025-11-02,2025-11-10,8.0,2025-11-13,2025-11-20,,0.0,False
L-2020,2025-12-30,Paid Ads,Enterprise (200+),FinTech,Maria Santos,Demo Completed,2025-12-31,2026-01-03,3.0,2026-01-05,,,0.0,False
L-2021,2025-06-20,Organic Search,Enterprise (200+),Marketing,Alex Thompson,MQL,2025-06-23,,,,,,0.0,False
L-2022,2025-08-15,Paid Ads,Enterprise (200+),HR Tech,Alex Thompson,Lead,,,,,,,0.0,False
L-2023,2025-12-11,Referral,Mid-Market (51-200),FinTech,Maria Santos,Closed Won,2025-12-13,2025-12-14,1.0,2025-12-15,2025-12-19,2025-12-30,35319.14,False
L-2024,2025-05-28,Paid Ads,Startup (1-10),HR Tech,Maria Santos,MQL,2025-05-29,,,,,,0.0,False
L-2025,2025-11-11,Paid Ads,Mid-Market (51-200),EdTech,James Chen,Lead,,,,,,,0.0,False
L-2026,2026-02-27,Paid Ads,Enterprise (200+),EdTech,Alex Thompson,Closed Lost,2026-02-28,2026-03-12,12.0,2026-03-13,2026-03-15,,0.0,False
L-2027,2025-04-14,Referral,Enterprise (200+),HealthTech,Priya Patel,MQL,2025-04-16,,,,,,0.0,False
L-2028,2025-12-27,Referral,Startup (1-10),SaaS,Priya Patel,Closed Lost,2025-12-28,2025-12-30,2.0,2026-01-01,2026-01-03,,0.0,False
L-2029,2026-02-25,Organic Search,Enterprise (200+),FinTech,Tom Wilson,MQL,2026-03-01,,,,,,0.0,False
L-2030,2025-07-30,Paid Ads,Mid-Market (51-200),EdTech,James Chen,MQL,2025-08-01,,,,,,0.0,False
L-2031,2026-02-03,LinkedIn,SMB (11-50),SaaS,Tom Wilson,Lead,,,,,,,0.0,False
L-2032,2025-09-29,Paid Ads,SMB (11-50),HR Tech,James Chen,MQL,2025-10-01,,,,,,0.0,False
L-2033,2025-10-21,Paid Ads,SMB (11-50),FinTech,Priya Patel,MQL,2025-10-22,,,,,,0.0,False
L-2034,2025-12-11,Organic Search,SMB (11-50),Logistics,Tom Wilson,MQL,2025-12-12,,,,,,0.0,False
L-2035,2025-04-20,LinkedIn,Mid-Market (51-200),SaaS,Priya Patel,Demo Booked,2025-04-24,2025-04-28,4.0,,,,0.0,False
L-2036,2025-12-09,LinkedIn,SMB (11-50),E-commerce,Maria Santos,MQL,2025-12-13,,,,,,0.0,False
L-2037,2025-12-01,LinkedIn,SMB (11-50),Marketing,Priya Patel,MQL,2025-12-05,,,,,,0.0,False
L-2038,2025-06-12,Paid Ads,Startup (1-10),SaaS,James Chen,Lead,,,,,,,0.0,False
L-2039,2025-08-28,Cold Outreach,SMB (11-50),HealthTech,Tom Wilson,Demo Booked,2025-08-30,2025-09-01,2.0,,,,0.0,False
L-2040,2025-10-08,Organic Search,SMB (11-50),EdTech,James Chen,Closed Lost,2025-10-12,2025-10-16,4.0,2025-10-16,2025-10-22,,0.0,False
L-2041,2026-03-09,Paid Ads,Mid-Market (51-200),FinTech,Priya Patel,MQL,2026-03-14,,,,,,0.0,False
L-2042,2025-04-07,LinkedIn,Mid-Market (51-200),EdTech,James Chen,Lead,,,,,,,0.0,False
L-2043,2026-03-05,Paid Ads,Mid-Market (51-200),E-commerce,Priya Patel,MQL,2026-03-08,,,,,,0.0,False
L-2044,2025-10-15,Paid Ads,Mid-Market (51-200),HR Tech,Alex Thompson,MQL,2025-10-18,,,,,,0.0,False
L-2045,2026-02-15,Paid Ads,SMB (11-50),HealthTech,James Chen,Lead,,,,,,,0.0,False
L-2046,2025-05-10,Organic Search,SMB (11-50),Marketing,Maria Santos,Closed Lost,2025-05-13,2025-05-16,3.0,2025-05-19,2025-05-21,,0.0,False
L-2047,2025-12-01,Organic Search,SMB (11-50),E-commerce,Maria Santos,Demo Completed,2025-12-03,2025-12-14,11.0,2025-12-14,,,0.0,False
L-2048,2025-09-05,Referral,Startup (1-10),HealthTech,James Chen,Closed Lost,2025-09-07,2025-09-11,4.0,2025-09-14,2025-09-19,,0.0,False
L-2049,2025-12-04,Organic Search,Startup (1-10),Logistics,Priya Patel,MQL,2025-12-09,,,,,,0.0,False
L-2050,2025-11-22,Paid Ads,SMB (11-50),Logistics,Maria Santos,Lead,,,,,,,0.0,False
L-2051,2025-11-02,Referral,Enterprise (200+),HR Tech,Tom Wilson,MQL,2025-11-04,,,,,,0.0,False
L-2052,2025-05-30,Referral,Enterprise (200+),Marketing,James Chen,Churned,2025-06-03,2025-06-08,5.0,2025-06-10,2025-06-11,2025-06-23,56715.7,True
L-2053,2025-08-18,LinkedIn,Mid-Market (51-200),HR Tech,Priya Patel,Lead,,,,,,,0.0,False
L-2054,2025-04-04,Organic Search,SMB (11-50),Marketing,Priya Patel,Lead,,,,,,,0.0,False
L-2055,2025-09-04,Paid Ads,SMB (11-50),HR Tech,Priya Patel,MQL,2025-09-08,,,,,,0.0,False
L-2056,2025-05-16,Paid Ads,SMB (11-50),HR Tech,Alex Thompson,Closed Lost,2025-05-18,2025-05-29,11.0,2025-05-31,2025-06-04,,0.0,False
L-2057,2026-01-27,Paid Ads,Startup (1-10),SaaS,Maria Santos,Lead,,,,,,,0.0,False
L-2058,2025-11-12,Cold Outreach,SMB (11-50),E-commerce,Priya Patel,MQL,2025-11-17,,,,,,0.0,False
L-2059,2025-07-15,Paid Ads,Mid-Market (51-200),SaaS,Alex Thompson,MQL,2025-07-18,,,,,,0.0,False
L-2060,2025-06-22,LinkedIn,Startup (1-10),EdTech,Maria Santos,Demo Booked,2025-06-26,2025-06-28,2.0,,,,0.0,False
L-2061,2025-10-19,LinkedIn,SMB (11-50),EdTech,Tom Wilson,Demo Completed,2025-10-22,2025-10-26,4.0,2025-10-28,,,0.0,False
L-2062,2026-03-30,Cold Outreach,Startup (1-10),SaaS,Alex Thompson,MQL,2026-03-31,,,,,,0.0,False
L-2063,2025-08-03,Paid Ads,Startup (1-10),SaaS,Tom Wilson,Lead,,,,,,,0.0,False
L-2064,2025-07-25,Cold Outreach,Startup (1-10),HR Tech,Alex Thompson,Lead,,,,,,,0.0,False
L-2065,2026-03-13,Paid Ads,SMB (11-50),FinTech,Tom Wilson,Lead,,,,,,,0.0,False
L-2066,2026-01-29,Referral,Startup (1-10),SaaS,Maria Santos,Closed Won,2026-02-02,2026-02-10,8.0,2026-02-12,2026-02-14,2026-02-21,5991.74,False
L-2067,2025-12-02,Organic Search,Startup (1-10),E-commerce,Maria Santos,Closed Lost,2025-12-06,2025-12-09,3.0,2025-12-12,2025-12-16,,0.0,False
L-2068,2025-04-06,Paid Ads,Mid-Market (51-200),FinTech,James Chen,MQL,2025-04-09,,,,,,0.0,False
L-2069,2026-02-07,LinkedIn,SMB (11-50),HealthTech,James Chen,MQL,2026-02-08,,,,,,0.0,False
L-2070,2025-06-09,Paid Ads,Mid-Market (51-200),EdTech,Maria Santos,Lead,,,,,,,0.0,False
L-2071,2025-09-30,Paid Ads,Mid-Market (51-200),EdTech,Priya Patel,Demo Booked,2025-10-05,2025-10-08,3.0,,,,0.0,False
L-2072,2026-01-19,Organic Search,Startup (1-10),Logistics,Maria Santos,Closed Won,2026-01-20,2026-01-23,3.0,2026-01-25,2026-01-27,2026-02-10,5764.38,False
L-2073,2025-10-26,Paid Ads,Startup (1-10),E-commerce,James Chen,Demo Completed,2025-10-28,2025-10-30,2.0,2025-11-01,,,0.0,False
L-2074,2026-01-22,Referral,Startup (1-10),SaaS,Priya Patel,MQL,2026-01-26,,,,,,0.0,False
L-2075,2026-01-17,Organic Search,Startup (1-10),EdTech,James Chen,Lead,,,,,,,0.0,False
L-2076,2026-03-01,Organic Search,SMB (11-50),FinTech,James Chen,Closed Lost,2026-03-05,2026-03-08,3.0,2026-03-08,2026-03-15,,0.0,False
L-2077,2025-06-23,Paid Ads,SMB (11-50),EdTech,Maria Santos,MQL,2025-06-28,,,,,,0.0,False
L-2078,2025-09-20,Paid Ads,SMB (11-50),E-commerce,Priya Patel,Lead,,,,,,,0.0,False
L-2079,2025-06-08,LinkedIn,Mid-Market (51-200),SaaS,James Chen,MQL,2025-06-10,,,,,,0.0,False
L-2080,2025-10-23,Paid Ads,Startup (1-10),E-commerce,Alex Thompson,Demo Completed,2025-10-24,2025-10-25,1.0,2025-10-28,,,0.0,False
L-2081,2025-10-04,Paid Ads,Mid-Market (51-200),Logistics,Priya Patel,Lead,,,,,,,0.0,False
L-2082,2026-02-07,Paid Ads,Mid-Market (51-200),E-commerce,Priya Patel,Lead,,,,,,,0.0,False
L-2083,2025-08-21,LinkedIn,SMB (11-50),FinTech,James Chen,Lead,,,,,,,0.0,False
L-2084,2026-01-23,Paid Ads,Startup (1-10),E-commerce,James Chen,Lead,,,,,,,0.0,False
L-2085,2025-07-20,Paid Ads,SMB (11-50),SaaS,Maria Santos,Demo Booked,2025-07-22,2025-07-25,3.0,,,,0.0,False
L-2086,2025-11-19,Organic Search,Mid-Market (51-200),FinTech,Maria Santos,Closed Won,2025-11-21,2025-11-23,2.0,2025-11-26,2025-12-02,2025-12-17,37816.62,False
L-2087,2025-09-12,LinkedIn,Enterprise (200+),HR Tech,Priya Patel,Lead,,,,,,,0.0,False
L-2088,2025-04-26,Organic Search,Mid-Market (51-200),E-commerce,Alex Thompson,Demo Completed,2025-05-01,2025-05-08,7.0,2025-05-09,,,0.0,False
L-2089,2026-02-01,LinkedIn,Startup (1-10),E-commerce,Alex Thompson,MQL,2026-02-06,,,,,,0.0,False
L-2090,2025-12-16,Paid Ads,SMB (11-50),Marketing,Alex Thompson,Lead,,,,,,,0.0,False
L-2091,2025-11-18,Paid Ads,Startup (1-10),SaaS,James Chen,MQL,2025-11-19,,,,,,0.0,False
L-2092,2025-12-28,Paid Ads,Startup (1-10),FinTech,Maria Santos,Demo Booked,2026-01-02,2026-01-05,3.0,,,,0.0,False
L-2093,2025-04-26,Referral,Mid-Market (51-200),HealthTech,Priya Patel,Lead,,,,,,,0.0,False
L-2094,2025-06-17,Organic Search,Mid-Market (51-200),SaaS,Tom Wilson,MQL,2025-06-22,,,,,,0.0,False
L-2095,2025-09-10,Referral,Mid-Market (51-200),E-commerce,Tom Wilson,Demo Completed,2025-09-11,2025-09-13,2.0,2025-09-16,,,0.0,False
L-2096,2025-04-11,Paid Ads,SMB (11-50),E-commerce,James Chen,Demo Booked,2025-04-14,2025-04-15,1.0,,,,0.0,False
L-2097,2025-07-09,Referral,Startup (1-10),Logistics,James Chen,Demo Completed,2025-07-10,2025-07-18,8.0,2025-07-21,,,0.0,False
L-2098,2026-02-01,LinkedIn,SMB (11-50),HR Tech,Tom Wilson,Demo Completed,2026-02-04,2026-02-09,5.0,2026-02-11,,,0.0,False
L-2099,2026-02-08,Organic Search,SMB (11-50),EdTech,Maria Santos,Lead,,,,,,,0.0,False
L-2100,2025-08-10,Paid Ads,Mid-Market (51-200),HR Tech,Priya Patel,Lead,,,,,,,0.0,False
L-2101,2026-02-01,Cold Outreach,SMB (11-50),SaaS,James Chen,Lead,,,,,,,0.0,False
L-2102,2025-11-29,Organic Search,Startup (1-10),HR Tech,Priya Patel,Closed Won,2025-12-01,2025-12-04,3.0,2025-12-07,2025-12-08,2026-01-03,2881.76,False
L-2103,2025-08-25,Organic Search,Enterprise (200+),E-commerce,Tom Wilson,MQL,2025-08-28,,,,,,0.0,False
L-2104,2025-06-17,Cold Outreach,Mid-Market (51-200),SaaS,Maria Santos,Lead,,,,,,,0.0,False
L-2105,2025-11-10,Paid Ads,Mid-Market (51-200),Logistics,James Chen,MQL,2025-11-12,,,,,,0.0,False
L-2106,2025-04-22,Paid Ads,Mid-Market (51-200),Marketing,James Chen,Demo Booked,2025-04-23,2025-04-26,3.0,,,,0.0,False
L-2107,2025-07-24,Organic Search,Startup (1-10),SaaS,Maria Santos,Lead,,,,,,,0.0,False
L-2108,2025-12-30,LinkedIn,Startup (1-10),Marketing,Tom Wilson,Lead,,,,,,,0.0,False
L-2109,2025-06-30,Paid Ads,Mid-Market (51-200),HealthTech,Maria Santos,Lead,,,,,,,0.0,False
L-2110,2025-08-30,Paid Ads,Mid-Market (51-200),HealthTech,Alex Thompson,MQL,2025-08-31,,,,,,0.0,False
L-2111,2025-12-12,Organic Search,Mid-Market (51-200),Logistics,Tom Wilson,Lead,,,,,,,0.0,False
L-2112,2025-09-15,Paid Ads,Startup (1-10),HealthTech,Tom Wilson,Demo Booked,2025-09-20,2025-09-29,9.0,,,,0.0,False
L-2113,2026-01-17,Referral,Startup (1-10),Logistics,James Chen,Lead,,,,,,,0.0,False
L-2114,2025-09-08,Cold Outreach,SMB (11-50),HR Tech,James Chen,Lead,,,,,,,0.0,False
L-2115,2025-10-22,LinkedIn,Enterprise (200+),Logistics,Alex Thompson,Demo Completed,2025-10-23,2025-10-25,2.0,2025-10-26,,,0.0,False
L-2116,2025-07-03,Organic Search,Startup (1-10),HealthTech,James Chen,Closed Lost,2025-07-04,2025-07-06,2.0,2025-07-06,2025-07-10,,0.0,False
L-2117,2025-11-28,Cold Outreach,SMB (11-50),HealthTech,Maria Santos,Lead,,,,,,,0.0,False
L-2118,2026-02-07,Organic Search,Mid-Market (51-200),Logistics,Tom Wilson,Closed Lost,2026-02-12,2026-02-13,1.0,2026-02-13,2026-02-17,,0.0,False
L-2119,2025-05-02,Paid Ads,Mid-Market (51-200),E-commerce,Maria Santos,MQL,2025-05-04,,,,,,0.0,False
L-2120,2025-05-20,Organic Search,Startup (1-10),Logistics,James Chen,Closed Lost,2025-05-21,2025-05-23,2.0,2025-05-24,2025-05-25,,0.0,False
L-2121,2025-06-27,Organic Search,Startup (1-10),Logistics,Tom Wilson,Lead,,,,,,,0.0,False
L-2122,2025-10-21,Organic Search,SMB (11-50),FinTech,Priya Patel,Demo Booked,2025-10-25,2025-11-05,11.0,,,,0.0,False
L-2123,2026-02-07,Paid Ads,SMB (11-50),SaaS,Tom Wilson,Lead,,,,,,,0.0,False
L-2124,2025-12-04,Referral,Enterprise (200+),SaaS,James Chen,Closed Won,2025-12-05,2025-12-18,13.0,2025-12-21,2025-12-25,2026-01-14,87754.8,False
L-2125,2026-03-06,Paid Ads,Enterprise (200+),SaaS,James Chen,Demo Booked,2026-03-08,2026-03-10,2.0,,,,0.0,False
L-2126,2025-07-05,LinkedIn,Mid-Market (51-200),SaaS,Alex Thompson,MQL,2025-07-10,,,,,,0.0,False
L-2127,2025-12-03,Paid Ads,SMB (11-50),FinTech,Priya Patel,MQL,2025-12-04,,,,,,0.0,False
L-2128,2025-06-25,Organic Search,Mid-Market (51-200),EdTech,Tom Wilson,Demo Completed,2025-06-30,2025-07-08,8.0,2025-07-11,,,0.0,False
L-2129,2026-01-29,Cold Outreach,Startup (1-10),HealthTech,Alex Thompson,Lead,,,,,,,0.0,False
L-2130,2026-03-05,LinkedIn,Mid-Market (51-200),Marketing,Alex Thompson,MQL,2026-03-06,,,,,,0.0,False
L-2131,2025-10-06,LinkedIn,Startup (1-10),Logistics,Priya Patel,Closed Lost,2025-10-10,2025-10-24,14.0,2025-10-24,2025-10-28,,0.0,False
L-2132,2025-09-14,Referral,SMB (11-50),E-commerce,Alex Thompson,Demo Booked,2025-09-17,2025-09-29,12.0,,,,0.0,False
L-2133,2026-02-16,Organic Search,SMB (11-50),HR Tech,Alex Thompson,Demo Completed,2026-02-21,2026-02-27,6.0,2026-03-02,,,0.0,False
L-2134,2026-03-18,Organic Search,SMB (11-50),HR Tech,Alex Thompson,Lead,,,,,,,0.0,False
L-2135,2025-08-20,Paid Ads,SMB (11-50),Marketing,Priya Patel,Demo Completed,2025-08-25,2025-08-28,3.0,2025-08-31,,,0.0,False
L-2136,2025-08-28,Referral,Startup (1-10),HealthTech,Priya Patel,Demo Completed,2025-09-02,2025-09-05,3.0,2025-09-08,,,0.0,False
L-2137,2025-10-22,Paid Ads,Startup (1-10),FinTech,James Chen,Demo Booked,2025-10-26,2025-10-30,4.0,,,,0.0,False
L-2138,2025-08-08,Paid Ads,SMB (11-50),Marketing,Tom Wilson,MQL,2025-08-09,,,,,,0.0,False
L-2139,2025-09-16,Paid Ads,Mid-Market (51-200),SaaS,Maria Santos,MQL,2025-09-21,,,,,,0.0,False
L-2140,2026-01-09,Referral,Mid-Market (51-200),Marketing,Maria Santos,Closed Lost,2026-01-11,2026-01-21,10.0,2026-01-22,2026-01-25,,0.0,False
L-2141,2025-04-09,LinkedIn,SMB (11-50),EdTech,James Chen,Lead,,,,,,,0.0,False
L-2142,2025-08-12,Cold Outreach,SMB (11-50),HealthTech,Tom Wilson,Lead,,,,,,,0.0,False
L-2143,2025-11-16,Paid Ads,SMB (11-50),Marketing,Priya Patel,MQL,2025-11-21,,,,,,0.0,False
L-2144,2025-11-28,Cold Outreach,Enterprise (200+),HealthTech,Tom Wilson,Demo Booked,2025-11-29,2025-12-01,2.0,,,,0.0,False
L-2145,2025-08-08,Paid Ads,Startup (1-10),Marketing,Alex Thompson,MQL,2025-08-13,,,,,,0.0,False
L-2146,2026-01-12,Organic Search,Startup (1-10),EdTech,Priya Patel,Lead,,,,,,,0.0,False
L-2147,2025-04-20,Organic Search,Enterprise (200+),E-commerce,Alex Thompson,Demo Booked,2025-04-22,2025-04-25,3.0,,,,0.0,False
L-2148,2025-07-02,Paid Ads,Enterprise (200+),E-commerce,James Chen,Closed Lost,2025-07-03,2025-07-05,2.0,2025-07-08,2025-07-12,,0.0,False
L-2149,2025-07-24,Paid Ads,Mid-Market (51-200),EdTech,Tom Wilson,Lead,,,,,,,0.0,False
L-2150,2025-07-25,Paid Ads,Startup (1-10),SaaS,Tom Wilson,MQL,2025-07-29,,,,,,0.0,False
L-2151,2025-05-23,Cold Outreach,Startup (1-10),EdTech,James Chen,Demo Completed,2025-05-28,2025-05-30,2.0,2025-05-30,,,0.0,False
L-2152,2026-02-22,Paid Ads,Mid-Market (51-200),HR Tech,James Chen,MQL,2026-02-26,,,,,,0.0,False
L-2153,2025-09-25,Organic Search,Startup (1-10),SaaS,Tom Wilson,MQL,2025-09-28,,,,,,0.0,False
L-2154,2026-03-15,Paid Ads,SMB (11-50),Marketing,James Chen,Lead,,,,,,,0.0,False
L-2155,2025-05-30,Paid Ads,Mid-Market (51-200),HealthTech,Priya Patel,Lead,,,,,,,0.0,False
L-2156,2025-05-05,Paid Ads,SMB (11-50),HealthTech,Priya Patel,MQL,2025-05-06,,,,,,0.0,False
